"","happ1_emot_hap","happ1_emot_sat","happ1_emot_enj","happ1_emot_ala","happ1_emot_sca","happ1_emot_fea","happ1_emot_irr","happ1_emot_agg","happ1_emot_ann","happ1_supp_dif","happ1_supp_con","happ2_emot_hap","happ2_emot_sat","happ2_emot_enj","happ2_emot_ala","happ2_emot_sca","happ2_emot_fea","happ2_emot_irr","happ2_emot_agg","happ2_emot_ann","happ2_supp_dif","happ2_supp_con","angr1_emot_hap","angr1_emot_sat","angr1_emot_enj","angr1_emot_ala","angr1_emot_sca","angr1_emot_fea","angr1_emot_irr","angr1_emot_agg","angr1_emot_ann","angr1_supp_dif","angr1_supp_con","angr2_emot_hap","angr2_emot_sat","angr2_emot_enj","angr2_emot_ala","angr2_emot_sca","angr2_emot_fea","angr2_emot_irr","angr2_emot_agg","angr2_emot_ann","angr2_supp_dif","angr2_supp_con","neut1_emot_hap","neut1_emot_sat","neut1_emot_enj","neut1_emot_ala","neut1_emot_sca","neut1_emot_fea","neut1_emot_irr","neut1_emot_agg","neut1_emot_ann","neut1_supp_dif","neut1_supp_con","neut2_emot_hap","neut2_emot_sat","neut2_emot_enj","neut2_emot_ala","neut2_emot_sca","neut2_emot_fea","neut2_emot_irr","neut2_emot_agg","neut2_emot_ann","neut2_supp_dif","neut2_supp_con","indiv_gend_var","indiv_agee_var","indiv_maia_001","indiv_maia_002","indiv_maia_003","indiv_maia_004","indiv_maia_005","indiv_maia_006","indiv_maia_007","indiv_maia_008","indiv_maia_009","indiv_maia_010","indiv_maia_011","indiv_maia_012","indiv_maia_013","indiv_maia_014","indiv_maia_015","indiv_maia_016","indiv_maia_017","indiv_maia_018","indiv_maia_019","indiv_maia_020","indiv_maia_021","indiv_maia_022","indiv_maia_023","indiv_maia_024","indiv_maia_025","indiv_maia_026","indiv_maia_027","indiv_maia_028","indiv_maia_029","indiv_maia_030","indiv_maia_031","indiv_maia_032","exper_init_var","exper_ssid_var","demand","feedb_awar_var","feedb_blef_var","video_awar_var","heard_awar_var","block1.order","block2.order","exper_note_var","happ1.happy","happ1.anger","angr1.happy","angr1.anger","neut1.happy","neut1.anger","happ2.happy","happ2.anger","angr2.happy","angr2.anger","neut2.happy","neut2.anger"
"65",0,0,2,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,2,18,4,5,3,2,1,3,3,2,2,3,4,1,2,4,2,4,4,5,5,1,2,2,2,4,5,1,2,1,2,3,5,4,"MAM",165,"neg",1,3,1,0,"Neutral1|Happy1|Anger1","Anger2|Happy2|Neutral2","During the first happy trial, I think he felt kind of silly making faces at the computer - he seemed to want to perform well at the tasks, but seemed to become a little exasperated with having to do them. During the debriefing, he said he suspected video recording during the second round of facial movements. Debriefing is short, because he gave succinct, clear answers - he paid attention and caught on to some aspects to the study relatively easily. He was suspicions of deception based on other studies he had done. During the experiment, again, I kept everything simple, short, and clear, with emphasis in the condition. This seemed to help, used follow-up question on ""which condition"" question. He was very expressive throughout the entire experiment - you can almost read his thoughts on his face. ",0.666666666666667,0,0.333333333333333,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0
"66",5,2,5,0,0,0,0,0,0,1,6,3,0,3,1,0,0,1,1,1,2,4,0,1,0,2,0,0,3,2,2,1,5,0,2,0,2,0,0,4,3,3,2,5,0,0,0,2,0,0,4,1,5,6,6,0,0,0,0,0,0,2,2,3,1,5,2,18,5,5,5,4,1,3,4,1,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,3,4,5,5,"MAM",166,"neg",2,4,1,0,"Anger1|Happy1|Neutral1","Happy2|Neutral2|Anger2","For happy trials, gave a full Duchenne's smile. Good scowl both times. During debriefing, expressed a strong emotion-expression link/believe, despite being in negative condition. Specifically talked about data collection and hypothesis - seems very familiar/fascinated about general experimental process. He had a strong belief in the facial feedback hypothesis, expressed interest in clinical applications. Said he felt some change in emotions but kept the negative condition in mind. Debriefing was longer than others - longer, intuitive well-thought out, knowledgeable answers. In into, differentiated by saying ""other experimenters,"" kept into short and succinct, emphasis on negative condition, told him to keep it in mind. This really seems to help. ",4,0,0.333333333333333,2.33333333333333,0,3.33333333333333,2,1,0.666666666666667,3.33333333333333,0,2.33333333333333
"67",2,2,1,0,0,0,1,0,1,1,6,2,2,1,0,0,0,1,0,0,1,6,0,0,0,0,0,0,1,1,1,1,6,0,0,0,0,0,0,1,1,2,1,6,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,7,1,19,5,5,5,4,1,1,2,2,4,2,5,5,5,5,5,5,5,5,5,5,4,5,1,2,3,3,5,2,5,5,5,5,"KLP",167,"neu",2,NA,1,0,"Anger1|Happy1|Neutral1","Happy2|Anger2|Neutral2","went to the wrong study. first didn't click the done button but instead left the room to look for me, the second time she hit the done button twice. guessed the wrong experimental group thought she was in the negative group.. said she figured she was being recorded because she has the same computer and she knows that this computer has a camera therefore knows me were recording because besides if we weren't recording her we would use an older computer that didn't have a camera?????????? ",1.66666666666667,0.666666666666667,0,1,0,0,1.66666666666667,0.333333333333333,0,1.33333333333333,0,0
"68",5,5,5,0,0,0,0,0,0,1,1,6,6,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,2,0,3,7,0,0,0,0,0,0,3,1,3,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,18,3,4,4,5,1,3,4,5,5,5,5,5,5,5,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,"TSS",168,"neu",1,NA,1,0,"Anger1|Happy1|Neutral1","Neutral2|Happy2|Anger2","Participant correctly guessed ""no demand"" group. I had to clarify one of the opening questions a little.",5,0,0.333333333333333,1.66666666666667,0,0,6,0,0,2.33333333333333,0,0
"69",4,4,3,0,0,0,0,0,0,1,5,3,2,2,0,0,0,0,0,0,1,4,0,1,0,0,0,0,1,1,0,1,4,1,1,0,0,0,0,2,2,2,2,5,2,2,1,0,0,0,0,1,1,1,3,1,1,1,1,0,0,0,0,1,2,3,1,18,3,4,4,4,1,4,4,4,4,2,4,4,2,3,3,4,3,4,3,4,4,4,3,3,2,2,2,2,3,4,4,4,"CBV",169,"pos",3,4,3,0,"Anger1|Happy1|Neutral1","Neutral2|Happy2|Anger2","Participant knew she was probably being recorded. She thought that the facial expressions did affect her emotions. She was surprised when I told her we didn't actually record galvanic skin response. ",3.66666666666667,0,0.333333333333333,0.666666666666667,1.66666666666667,0.666666666666667,2.33333333333333,0,0.666666666666667,2,1,0.333333333333333
"70",5,2,4,0,0,0,0,1,2,2,5,5,3,4,0,0,0,0,1,0,3,4,1,0,1,0,0,0,3,3,5,3,6,0,0,0,0,0,0,4,5,5,4,4,1,0,0,0,0,0,4,3,3,4,6,0,0,1,0,0,0,3,3,3,3,4,2,19,3,3,3,2,4,3,5,2,2,3,2,2,4,4,3,3,3,4,4,3,4,4,2,3,3,3,2,2,3,3,4,4,"CBV",170,"pos",2,3,0,0,"Anger1|Happy1|Neutral1","Happy2|Anger2|Neutral2","Participant did not correctly guess his condition. He thought he was in the no demand group, but was in positive. He thought the expressions did influence his emotions. ",3.66666666666667,1,0.666666666666667,3.66666666666667,0.333333333333333,3.33333333333333,4,0.333333333333333,0,4.66666666666667,0.333333333333333,3
"71",1,2,1,0,0,0,0,0,0,2,5,1,1,0,0,0,0,0,0,0,1,4,1,1,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,1,5,1,1,2,0,0,0,0,0,0,1,5,1,1,1,0,0,0,0,0,0,1,5,1,19,2,5,4,4,3,4,3,1,3,3,3,4,2,4,2,4,2,4,4,2,4,4,2,2,4,4,2,2,1,3,3,4,"GEO",171,"neu",4,NA,0,0,"Neutral1|Anger1|Happy1","Neutral2|Anger2|Happy2","She did not make the facial expressions fully - slight smile, slight furrow of the brow, etc. However, she did report feeling happy when making a smile and feeling angry when making a frown. She did think the study would influence the GSR but didn't know how. ",1.33333333333333,0,1,0,1.33333333333333,0,0.666666666666667,0,0,0.333333333333333,1,0
"72",2,2,2,0,0,0,0,0,0,1,4,1,1,2,0,0,0,0,0,0,1,5,1,1,1,1,0,0,1,1,1,2,4,1,0,1,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,5,2,18,3,3,3,4,3,2,4,3,3,5,2,2,5,5,3,3,3,5,3,4,4,4,4,4,5,4,3,2,3,2,3,3,"GEO",172,"neg",2,2,2,0,"Anger1|Neutral1|Happy1","Anger2|Neutral2|Happy2","He didn't seem to pose the facial expressions for very long. He remembered the hypothesis but disagreed with it. He felt happier when he smiled and angrier when he frowned. ",2,0,1,1,0,0,1.33333333333333,0,0.666666666666667,0.333333333333333,0,0
"73",1,0,1,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,2,3,1,0,2,0,0,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,2,1,19,1,4,4,4,3,3,3,3,2,4,3,3,4,4,4,3,3,5,3,4,5,4,2,3,4,5,3,2,3,4,3,4,"JOB",173,"neu",2,3,0,0,"Neutral1|Happy1|Anger1","Anger2|Neutral2|Happy2","Pt did not know which condition she was in(she guessed Positive Demand, was in No Demand). Pt completed all trials. Pt thought facial expressions would impact emotion a.e.b. ""When I did the blank face, I was like meh, but when I did the others, I was like 'oh this is kind of fun.' "" Pt was not aware of recording, and was surprised about the reveal of the study.",0.666666666666667,0,1,0,0,0,0.666666666666667,0,0.666666666666667,0,0,0
"74",2,1,2,0,0,0,0,0,0,1,3,2,1,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,3,5,1,0,0,0,0,0,1,1,1,5,5,0,1,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,1,2,1,19,2,3,4,4,4,3,4,3,2,2,3,2,2,3,2,3,3,3,2,3,4,2,2,2,3,3,2,2,3,2,3,3,"JOB",174,"neu",2,3,2,0,"Anger1|Happy1|Neutral1","Anger2|Happy2|Neutral2","****Video recording messed up, Pt moved mouse back over to experimenter screen and ended recording. 

Pt believed mid way through experiment she was being observed/recorded, because she had curiosity how we would know if experiment was being performed. Pt believes that if someone is told something, then they will report in favor of that. Pt believes facial expressions have impact on emotional experience.",1.66666666666667,0,0.666666666666667,0,0.666666666666667,0,1.33333333333333,0,0.333333333333333,1,0.666666666666667,0
"75",0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,1,0,1,1,4,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,4,1,19,2,4,2,2,3,4,4,3,4,3,2,3,4,3,3,3,4,4,4,4,4,4,3,4,4,2,2,2,3,3,4,4,"rev",175,"neg",1,0,1,0,"Neutral1|Anger1|Happy1","Anger2|Happy2|Neutral2","agreed with hypothesis. 
was not super expressive
When I clicked audio recording, I guess it didn't record, because I had no file at the end of debriefing ",0,0,0,0.666666666666667,0,0,0,0,0,0,0,0
"76",2,1,1,0,0,0,0,0,0,1,5,2,2,1,0,0,0,0,0,0,1,6,0,0,0,1,0,0,2,1,0,1,6,0,0,0,1,0,0,1,1,0,1,6,1,0,0,1,1,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,7,1,18,3,4,4,4,2,4,4,4,5,1,2,2,1,3,2,3,3,4,5,4,4,4,3,1,2,3,4,3,5,5,5,2,"GEO",176,"pos",4,4,0,0,"Neutral1|Happy1|Anger1","Happy2|Neutral2|Anger2","She performed the facial expressions. Her lips seemed to be pursed throughout the study like they would be during a scowl. Her phone also rang during it. She said yes to that there was an expected GSR response, but still confused on what the GSR was. She felt a little emotion. She remembered the hypothesis and agreed with it. ",1.33333333333333,0,0,1,0.333333333333333,0,1.66666666666667,0,0,0.666666666666667,0,0
"77",6,6,6,0,0,0,0,0,0,1,7,5,4,5,0,0,0,0,0,1,1,6,0,0,0,0,0,0,5,5,5,1,6,0,0,0,0,0,0,5,5,5,1,5,0,0,0,0,0,0,2,2,3,1,4,0,0,0,0,0,0,1,2,3,1,7,2,19,2,4,4,5,3,2,3,4,4,3,4,2,4,2,3,2,1,5,2,5,5,5,3,4,4,4,2,1,2,5,5,4,"BAF",177,"pos",4,4,0,0,"Anger1|Happy1|Neutral1","Anger2|Happy2|Neutral2","remembered and believed hypothesis, 
knew which trial they were in",6,0,0,5,0,2.33333333333333,4.66666666666667,0.333333333333333,0,5,0,2
"78",1,0,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,2,3,0,1,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,1,1,1,19,2,3,3,4,4,2,2,2,2,1,2,1,2,3,1,2,2,3,4,5,5,3,2,2,4,3,3,2,3,4,4,4,"TKA",178,"neu",2,1,0,0,"Neutral1|Anger1|Happy1","Happy2|Anger2|Neutral2","She was very surprised that she was being video recorded. I didn't see her smiling and scowling though. Mostly neutral face.",0.666666666666667,0,1,0,0.333333333333333,0.333333333333333,0.666666666666667,0,0.666666666666667,0.333333333333333,0,0
"79",0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,5,1,18,3,5,3,3,1,3,4,5,5,3,2,3,1,4,3,2,3,4,5,5,5,5,5,5,5,3,3,3,4,3,3,3,"TKA",179,"pos",3,4,0,0,"Happy1|Neutral1|Anger1","Anger2|Happy2|Neutral2","The participant was told clearly what the hypothesis was and the picture was shown but I felt she kind of forgot what hypothesis was. She was holding her face with left hand most of the time.",0,0,0,0,0,0,0,0,0,0,0,0
"80",1,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5,2,19,5,4,5,3,3,4,5,2,2,3,3,4,4,3,4,4,4,5,4,4,3,3,3,3,4,3,1,2,3,5,5,4,"TKA",180,"pos",4,3,1,0,"Neutral1|Anger1|Happy1","Happy2|Anger2|Neutral2","He actually guessed the purpose of the study. I never had this kind of participant before who explained the purpose of the study as if they knew about it. I asked if he ever heard about this kind of study before but he said he didn't. He just guessed it right. ",0.666666666666667,0,0,0,0,0,0,0.333333333333333,0,0,0,0
"81",6,5,6,0,0,0,0,0,0,2,2,3,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,1,1,18,1,4,1,4,1,4,4,1,4,3,1,1,1,1,1,1,2,1,1,4,4,4,1,1,2,2,1,1,1,3,3,1,"JOB",181,"neu",2,4,2,0,"Happy1|Neutral1|Anger1","Anger2|Neutral2|Happy2","Pt completed all facial expression trials. Pt believes facial expression impact emotions a.e.b. self report & ""Felt tense when doing the eyebrows thing, and I laughed at the smiling one."" Pt states she believed the experiment to be about GSR readings, and is seen going out of her way to not move left hand. Pt was surprised by reveal, but can see why expectations can influence a change in someone's answers. Pt correctly chose/guessed her condition. Pt seemed to be in a rush for study 2. ",5.66666666666667,0,0,0,1,0,3,0,0,0,0,0
"82",1,2,1,0,0,0,0,0,0,2,3,1,3,1,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,1,2,3,4,0,0,0,0,0,0,3,4,2,3,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,2,1,2,1,18,5,5,4,3,2,2,4,2,3,3,3,4,4,3,5,4,5,3,3,5,3,4,2,4,5,3,2,2,2,4,4,4,"TSS",182,"pos",4,3,0,1,"Neutral1|Happy1|Anger1","Anger2|Happy2|Neutral2","Participant's friend told her this study ""wasn't what she expected."" Participant also asked about the GSR box, I lied to maintain the cover story.",1.33333333333333,0,0,2,0,0,1.66666666666667,0,0,3,0,1
"83",1,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,4,1,18,4,4,4,4,1,1,1,3,3,2,3,3,3,3,3,2,4,5,4,4,4,4,4,4,4,4,4,4,5,5,4,3,"CBV",183,"neg",4,0,0,0,"Happy1|Anger1|Neutral1","Anger2|Neutral2|Happy2","Participant looked confused during parts of the experiment. She had her hand on her face a lot. She knew our hypothesis, but was confused about the skin response part of the study. She knew she was in the negative control group and was very convinced that posing an expression would not affect her mood.",0.666666666666667,0,0,0,0,0,0,0,0.666666666666667,0,0,0
"84",1,0,0,0,1,2,0,0,0,1,5,1,0,1,0,0,0,0,0,0,1,3,1,0,0,0,1,0,1,0,1,1,5,0,2,2,0,0,0,2,0,0,1,2,0,3,0,0,2,0,1,0,0,1,6,0,0,1,0,0,0,0,0,0,1,6,2,18,3,4,4,3,2,2,4,2,4,3,3,3,2,4,4,3,3,4,4,5,5,4,4,5,5,5,4,4,4,5,5,4,"TSS",184,"neu",1,3,0,0,"Neutral1|Happy1|Anger1","Happy2|Anger2|Neutral2","Participant incorrectly believed they were in the positive demand group (were actually in no demand)",0.333333333333333,0,0.333333333333333,0.666666666666667,1,0.333333333333333,0.666666666666667,0,1.33333333333333,0.666666666666667,0.333333333333333,0
"85",2,3,4,0,0,0,0,0,0,1,4,2,0,2,0,0,0,0,0,0,1,5,2,2,1,0,0,0,0,0,0,1,5,1,0,1,0,0,0,0,0,1,1,4,3,3,0,0,0,0,0,0,0,1,4,1,0,2,0,0,0,0,0,1,1,2,2,18,2,2,3,4,5,4,4,3,2,4,4,2,3,3,4,2,2,4,2,2,4,5,2,1,1,2,2,1,3,4,4,5,"KLP",185,"pos",2,2,0,0,"Happy1|Neutral1|Anger1","Anger2|Happy2|Neutral2","couldn't remember what condition he was in walked in the room without waiting i n the hallway",3,0,1.66666666666667,0,2,0,1.33333333333333,0,0.666666666666667,0.333333333333333,1,0.333333333333333
"86",0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,7,2,18,2,5,2,5,1,1,4,2,2,5,4,4,2,5,5,4,5,2,5,5,5,5,2,1,1,2,5,1,4,2,5,4,"KLP",186,"neg",4,0,0,0,"Happy1|Neutral1|Anger1","Anger2|Happy2|Neutral2","N/A",0,0,0,0,0,0,0,0,0,0,0,0
"87",1,1,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,1,19,4,4,4,4,3,4,5,3,3,5,5,2,5,5,4,5,5,3,3,5,5,4,3,4,4,5,5,3,4,3,4,4,"MAM",187,"neu",3,1,1,0,"Neutral1|Happy1|Anger1","Anger2|Happy2|Neutral2","Guessed the purpose of the experiment easily, suspected that the GSR readings were fake, had experience with a lot of deception before in other studies - had a good idea that something was up, but did not suspect the video recording very much.",1,0,0,0,0,0,0,0,0,0,0,0
"88",0,0,1,0,0,0,0,0,1,1,5,1,1,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,0,0,1,0,1,1,5,0,0,0,0,0,0,2,2,2,1,5,1,18,4,4,3,2,2,2,3,3,5,1,4,4,3,4,3,2,2,2,2,2,2,3,2,2,3,3,3,2,2,3,4,4,"MAM",188,"neg",1,0,0,0,"Happy1|Anger1|Neutral1","Neutral2|Anger2|Happy2","Had a hard time understanding at one point, but went fine after a bit of clarification. ",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.666666666666667,1,0,0,0.666666666666667,0,2
"89",3,1,3,0,0,0,0,0,0,1,3,2,1,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,1,0,1,5,0,0,0,0,0,0,2,1,1,2,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,2,1,18,4,4,5,2,4,4,5,2,2,5,2,2,1,4,3,2,2,2,4,4,2,4,2,4,4,4,1,1,1,3,3,2,"JOB",189,"pos",2,4,0,0,"Neutral1|Anger1|Happy1","Anger2|Happy2|Neutral2","Pt seemed tired, and confused to a degree, but was aware of the hypothesis I told her beforehand. Pt was surprised by reveal of the study, and assumed it was about GSR readings. Pt was agreeable to hypothesis, and did believe facial expressions would impact emotions.",2.33333333333333,0,0,1,0,0,1.66666666666667,0,0,1.33333333333333,0,0
"90",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,18,5,5,5,5,4,5,5,3,5,2,5,5,3,5,5,5,5,3,3,4,2,5,2,3,1,4,1,1,2,5,5,5,"JOB",190,"neu",2,1,0,0,"Anger1|Happy1|Neutral1","Anger2|Happy2|Neutral2","Pt was very soft spoken, so may be hard to hear the audiotape. Pt completed all trials, but began study already pointing eyebrows multiple times. Pt thinks facial movements might be related to overall muscle movements. Does not believe that facial expressions influence  emotions, but is aware of the theory. ",0.333333333333333,0,0,0,0,0,0,0,0,0,0,0
"91",1,2,3,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,2,0,3,3,0,0,0,0,0,0,1,1,1,18,4,4,5,5,2,3,3,2,4,4,4,4,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,"rev",191,"neg",2,0,0,0,"Neutral1|Anger1|Happy1","Anger2|Happy2|Neutral2","part was super sleepy. 
fell asleep a lot
did some resp. 
was suspicious and aware of deception
thought something must not be true, but not sure what it was
agreed with hyp.",2,0,0.333333333333333,0,1,0,0.666666666666667,0,0,0,2,0
"92",1,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,18,2,3,2,1,3,2,3,2,4,2,3,3,3,3,3,2,3,2,1,2,2,2,4,3,4,4,3,3,5,5,5,5,"GEO",192,"pos",3,3,3,0,"Neutral1|Anger1|Happy1","Neutral2|Happy2|Anger2","He performed the facial expressions. He remembered the picture and what it said. He thought that the questions were weird because they caused him to have to think about things that he normally doesn't. He didn't feel any emotions though. He didn't agree with the hypothesis. He expected the direction that the experiment was going in. ",0.666666666666667,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0
"93",1,0,1,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,1,6,0,2,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,2,19,4,4,2,4,4,3,5,1,3,3,4,4,4,4,3,3,4,5,4,5,5,5,4,4,4,4,4,4,3,3,3,4,"TKA",193,"neg",3,0,2,0,"Happy1|Anger1|Neutral1","Happy2|Anger2|Neutral2","He said the hypothesis didn't affect what he believed. Even though he was in negative condition, he said he always believed that his facial expression doesn't have any effect on his emotions. ",0.666666666666667,0,0.666666666666667,0,0,0,0.666666666666667,0,0,0.333333333333333,0,0
"94",0,0,0,0,0,0,1,0,0,1,7,1,1,2,0,0,0,0,0,0,1,7,0,0,0,0,0,0,2,1,2,1,6,0,0,0,0,0,0,1,1,1,1,7,0,0,0,0,0,0,1,1,1,1,6,0,0,1,0,0,0,0,0,0,1,6,2,18,4,1,2,2,4,2,4,4,4,4,3,4,2,4,2,2,4,4,4,2,2,2,2,2,2,1,2,2,4,4,4,4,"MAM",194,"neu",3,2,0,0,"Neutral1|Anger1|Happy1","Anger2|Happy2|Neutral2","During debriefing, he was able to guess the purpose of the experiment pretty easily - skimmed over the first few questions since he hit the nail on the head. During the experiment, he seemed to put a lot of thought into his responses, and does seem tot talk to himself during the prompts.",0,0.333333333333333,0,1.66666666666667,0,1,1.33333333333333,0,0,1,0.333333333333333,0
"95",1,1,1,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,1,0,0,1,1,6,0,0,0,0,0,0,1,1,1,1,5,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,2,1,23,2,5,3,5,2,3,4,3,3,4,4,4,4,4,3,5,5,5,5,5,5,5,3,5,5,5,4,4,3,5,5,4,"KLP",195,"neg",1,1,0,0,"Anger1|Neutral1|Happy1","Happy2|Anger2|Neutral2","couldn't remember without a lot of prompting. Said the questions were difficult to understand had to repeat questions multiple times.",1,0,0,0.333333333333333,0,0,0,0,0,1,0,0
"96",2,1,0,0,0,0,0,0,0,1,3,0,1,1,0,1,0,0,0,2,2,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,2,3,3,2,21,5,4,3,4,1,2,2,2,2,2,2,4,4,3,3,3,3,4,5,5,5,5,2,3,3,3,5,5,5,5,5,5,"TSS",196,"pos",4,4,2,0,"Happy1|Anger1|Neutral1","Neutral2|Anger2|Happy2","Successfully guessed demand group. Strong video recording suspicion. Occasionally out of frame.",1,0,0,0.666666666666667,0,0,0.666666666666667,0.666666666666667,0,0,0,0.666666666666667
"97",0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,3,1,19,4,4,3,4,2,3,4,3,3,4,4,4,4,4,4,3,3,3,3,4,4,3,3,4,4,3,3,2,3,4,4,4,"CBV",197,"neg",3,1,0,0,"Happy1|Neutral1|Anger1","Anger2|Neutral2|Happy2","She thought that we didn't expect any change in galvanic skin response. She remembered that she was in the negative condition. She thought that facial expressions do not usually affect emotions.",0,0,0,0.666666666666667,0,0,0,0,0,0,0,0
"98",0,0,0,0,0,0,4,5,4,5,7,0,0,0,0,0,0,4,4,4,2,7,0,1,0,0,0,0,2,2,2,1,7,0,0,0,0,0,0,4,4,4,1,6,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,2,18,5,5,5,5,4,2,4,5,5,1,4,4,5,5,5,4,3,5,5,4,5,5,4,3,1,1,1,1,1,5,5,5,"TSS",198,"neg",4,0,0,0,"Neutral1|Anger1|Happy1","Neutral2|Happy2|Anger2","Successfully realized they were in the negative group! ",0,4.33333333333333,0.333333333333333,2,0,0,0,4,0,4,0,0
